,tweet,depressed
1664,pessoal alguém deposita 1 milhão na minha conta rápido não tenho tempo de explicar,1
1665,"sério como vcs conseguem se sentir ""bem""? a vida eh um lixo velho",1
1666,a todos os amigos  pic.twitter.com/bYzT9hJU0c,1
1667,se foda,1
1668,FODA DEMAIS,1
1669,primeira pessoa que conheço que teve uma dessas. raridade blaka,1
1670,patético danilo Gentilli.. As vezes foi uma superação na vida dela SEI LÁ mas isso não se faz,1
1671,eu amo meus amigos se vc é meu amigo eu te amo,1
1672,qualquer dia desses experimento e falo como foi minha experiencia. nao conhecia nao 'submarino',1
1673,MEU DEUS nao misturo cerveja com bebida quente nem fodendo veio. mas dois copo separado... kkkkkkk,1
1674,q nada vamo compra um duelo e fica jogado na praça discutindo sobre a vida,1
1675,"o meu irmao <3 tu eh foda parceiro. mas relaxa, agradeço de coração.",1
1676,"evangélicos chega naquele seu amigo ateu e fala "" vai te um role domingo a noite vamo?"" o cara vai fala "" vamos caraio"" aí ce leva ele pra igreja",1
1677,queria fazer a noite da rapaziada,1
1678,q inferno quero morrer,1
1679,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKLKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK coitado man eh só uma pessoa q ele segue,1
1680,eu sou um merda,1
1681,bom dia meu irmao,1
1682,so esperando essa merda de celular carregar pra sair do notebook e ficar triste em outro lugar,1
1683,eh foda demais cara..,1
1684,eh foda.. depressao eh a doença do seculo. tomo remedios pra me sentir melhor e eu odeio demais isso..,1
1685,ah mano.. sei lá sou uma pessoa mto frustrada..,1
1686,na minha vida o q der certo eh lucro. nem q seja acordar um pouco melhor,1
1687,q se foda eu sou um lixo mesmo,1
1688,ta entao eu bebo e uso droga e vc so bebe,1
1689,entendo.. entao vamo usa droga..,1
1690,mano tem a porra duma vida nteira pela frente ai fala isso nao.. a menos q vc queira ficar sozinho...,1
1691,queria fazer parte de uma banda de rock n roll com musicas q comovem as pessoas e fazem-nas chorar.,1
1692,ODEIO BOLSONARO E AMO CAROLINA,1
1693,matheus canella melhor youtuber no momento.,1
1694,foda se fascistas,1
1695,os maluco deve ter ido dormir umas 5 da manhã não tem ngm discord,1
1696,indo fuma AQUELE pra começar o dia iludido de q será um ótimo sábado..,1
1697,Bom dia Kiq,1
1698,dormi bem até.. mas não sei pq nunca encontro uma posição boa pra dormir nessa merda..,1
1699,bom dia amigos da internet.. dormiram bem ?,1
1700,discord com os amigos,1
1701,aaaaaaaaaaaaaa mano vamos sim pode pá! quero ver aquele lixo ganhando em casa não..,1
1702,se foda,1
1703,vc fica meio desnorteado.. eh ruim dms. so q no fundo parece q eu já sabia,1
1704,falei q ia tomar banho quando chegasse tô aqui nessa merda ainda,1
1705,EXATAMENTE RICK! A fama sobe pra cabeça e os caras esquecem do maior exemplo q eles deviam seguir q eh Jesus. Segundo a bíblia a humildade em pessoa,1
1706,"e outra rick, ele se vendeu pro mercado gospel... eh só mais um rostinho conhecido aí.. cristão eh tudo um lixo",1
1707,nunca na minha vida vou deixar de alertas as pessoas sobre o mal q eh a religião cristã especificamente,1
1708,o mais foda eh q os caras só estão fazendo o trabalho deles.  https://twitter.com/olhardigital/status/1053308048889004032 …,1
1709,mas na moral o debate ontem entre os candidatos ao governo de São Paulo foi muito foda. melhor q a dos presidenciaveis Certeza,1
1710,"nao mano. concordo com vc.. Somos dois loucos então. Nesse meio, no momento, nosso dever eh no mínimo optar pelo menos pior..",1
1711,FODA SE NA MORAL,1
1712,vai chupar um canavial de rola deputado  https://twitter.com/alefrotabrasil/status/1053268605092143105 …,1
1713,isso eh bom mantenha se firme eu tô me sentindo um bbosta desde o dia q eu nasci.. Então tá tudo ok,1
1714,Bom dia....,1
1715,foda se cid nao salvo vc tá sempre atrasado nos meme,1
1716,pqp.......kkkkkkkkkkkkkkkkkkkkkkkkkkkkkk se foda nerd's,1
1717,cada dia uma posiçao politica diferente,1
1718,gastando minha vida assistindo maspoxavida,1
1719,legaliza a merda das drogas porra,1
1720,primeira foto minha decepcionado com a vida  pic.twitter.com/II0ytDfes9,1
1721,viver eh mto ruim,1
1722,slc nesse dia até eu fiquei com medo dele,1
1723,"to num estagio da vida q vejo certas coisas e nao sinto mais ódio.. so consigo sentir tristeza, do, decepção..",1
1724,ainda bem q acho blink ruim,1
1725,salve reymar ja fumo Awuele hoje?,1
1726,ranço eh tipo nojo sla quando vc pega raiva de uma pessoa sem motivo deve se isso..,1
1727,"sla se vc ja disse alguma vez na sua vida a palavra 'ranço' mesmo q fosse de """"zueira"""" pode da unfollow sem dó",1
1728,fazendo uma lista com as pessoa mais foda q conheço por enquanto so tem eu,1
1729,bom dia salve,1
1730,"por um brasil sem ""pessoas""",1
1731,sempre tenho problemas pra arrumar o fone nesse notebook fica tocando no auto falante e no fone ao mesmo tempo e eu nem reparo kkkkkkkkkkkkkkkk..............,1
1732,eu gosto quando falo bom dia e sou simplesmente ignorado. Os cara olha 'a eh o ale foda se' e ignora. eu gosto muito,1
1733,bom dia.,1
1734,Carol vai sair amanhã de manhã,1
1735,slc mano vcs tão usando droga,1
1736,se foda.,1
1737,meio dia pras quatro,1
1738,se foda,1
1739,Tirei O casal de melhores amigos!  https://www.buzzfeed.com/alliehayes/responda-a-algumas-perguntas-sobre-relacionamento?utm_source=dynamic&utm_campaign=bfsharetwitter&utm_term=.jlze2An9k&quiz_result=121780368_362858041#121780368&rid=362858041 …,1
1740,to zuando ele o garoto fica possesso pelo demônio,1
1741,eu quero q se foda se perder esse lixo tbm. aqui tao explodindo tudo tacando fogo em carro por causa de corinthians,1
1742,pessoas,1
1743,com essa notícia do Canadá legalizando o usuário recreativo de maconha deu vontade de bolar aquela vela em comemoração aos meus amigos canadenses!,1
1744,eu qqueria se foda ph mas sou só um lixo aí q só faz peso na terra,1
1745,a mano q se foda eu sou um merda,1
1746,sentindo q hoje o dia vai ser um cu,1
1747,Bom dia,1
1748,@ElGabrielCabron PARABÉNS MEU IRMAO! MUITAS FELICIDADES E CONQUISTAS NESSA VIDA E DINHEIRO NO BOLSO$$$,1
1749,a mano filhotinho eh mto fofinho velho puta merda eu não aguento,1
1750,youtube caiu?  foda,1
1751,"qual o tipo droga q um cara desse usa pra chegar no bk e colocar um nome q obviamente nao eh o dele só pra tirar uma com  cara do atendente e rir com os amigos?  maluco, sinceramente, VAI TOMA NO SEU CU E VE SE CRESCE  https://twitter.com/Bminasi/status/1052276761243742208 …",1
1752,poxa vida irmão.. meus sentimentos. precisando tamo aí e vamo dar risada junto!,1
1753,assistir um dragon ball q pelo menos isso me impede de pensar em suicídio 24 horas por dia,1
1754,dia 28 de outubro  esse sim vai ser um dia CHATO PRA CARALHO,1
1755,nao sesei o q eh pior viver na Internet ou fora dela tá tudo ruim,1
1756,avisa sua mae evangelica q ela tava certa esse tempo todo jesus esta voltando,1
1757,filmes evangélicos com a intenção de te comover pra entregar sua vida a cristo,1
1758,Bom dia serrate o que temos para o dia de hoje?,1
1759,vida lixo do caralho pq deus me odeia tanto mano pra q viver velho,1
1760,sem disposição nenhuma pra viver o dia de hoje,1
1761,bom dia ??????,1
1762,galera graças a deus indo de berço com a minha mulher. abraço a todos e uma noite abençoada por Jesus ♡♡♡♡,1
1763,sr foda jair messias bolsonaro,1
1764,11 da noite procurando lugar pra comprar cigarro. me fodi demais.,1
1765,odeio velhos e criança por mim pode trocar tudo por filhote tbm,1
1766,Quando leio umas coisas fico com muita vontade de chora mas aí do risada pq a merda de verdade ainda nem começou,1
1767,se foda,1
1768,leia um livro enquanto usa droga. junte o útil com o agradável.,1
1769,Bom dia irmão acordou cedo pra janta,1
1770,Bom demais dormir mano pq a gente não pode simplesmente passar a vida toda dormindo,1
1771,e de ficar olhando bastante tempo tb coisa llinda setrate,1
1772,meu irmão tá desde as 10 da manhã jogando pes no meu quarto,1
1773,dia triste com certeza,1
1774,uhum !!! eh foda mano..,1
1775,odeio as pessoas q seguem tambem. odeio martinho lutero,1
1776,um maluco no trem esses dia  se minha mulher ou minha filha vota no haddad eu expulso elas de casa !!! eu respeito a opinião dos outros mas se vota 13 eu expulso!!  não eh atoa q todo mundo fala q eleitor do bolsonaro eh ignorante...,1
1777,eu odeio esse celular mas obrigado prima vc me salvou eu estava sem biriri..,1
1778,posso só pq meu celular eh velho nem eh taaaaao velho assim eh um s4 merda..,1
1779,blz ja entendi q sou um lixo,1
1780,usuário do Twitter desde 2018 nunca passei dos mil seguidor será q sou um lixo,1
1781,11:15 da manhã ainda pessoal,1
1782, https://youtu.be/LjUXDsEaxNE   guarda esse álbum como se fosse sua vida,1
1783,eu parei mano.. tomava quase todo dia e ffpdeu com a minha mente,1
1784,ótimo dia rick vc merece,1
1785,Bom dia a voce,1
1786,bBom dia meu irmão,1
1787,2018 os cara com medo de pecar pra não ir pro inferno. Cresce porra,1
1788,Feliz dia dos professores mas somente para os professores,1
1789,acordar cedo comprar um pãozinho ver esse dia maravilhoso q deus preparou para gente,1
1790,kkkkkkkkkkkkkkkkkkkk foda q tá quase todo mundo online mesmo. Por isso q estranhei,1
1791,Bom dia...,1
1792,Boa noite,1
1793,eu fico ccom a minha esposa amigos eu só tenho aqui,1
1794,Boa noite amigo..,1
1795,so tem merda,1
1796,ah mas suave mano um dia desses pode te ctz q a gente se tromba,1
1797,assim mesmo.. ngm pega o garoto,1
1798,volta logo jesus me manda pro inferno logo,1
1799,Deus deve ta muito puto com a mulher q tá cantando na igreja aqui atrás puta q pariu ruim demais,1
1800,FODA SE TUDO  https://twitter.com/LGdobrasil/status/1042488700939071488 …,1
1801,Bom dia gu,1
1802,um dia ...,1
1803,lixo,1
1804,vcs estão mais estranhos a cada dia q passa,1
1805,se foda,1
1806,agora sim bom dia  pic.twitter.com/ZnSVgqn1Gv,1
1807,doc metade dessas pessoas aí estão drogadas,1
1808,"Quando eu falo q vou votar no haddad ""tinha q ser maconheiro. so pensa na legalização das droga. ze droguinha da porra fora comunistas!!""",1
1809,eu acordando todo dia  https://twitter.com/EsotericExposal/status/1051484017390841857 …,1
1810,MEU DEUS EU SOU UM LIXO,1
1811,Bom dia brasil,1
1812,nossa mas exala burrice mesmo hein parece uma filha da puta twittando abre a porra da internet e pensa puta que pariu como eu vo fazer pra falar merda o suficiente usando todo o meu talento e tá ai esse tweet como prova da capacidade caralho que ódio,1
1813,nossa mas exala burrice mesmo hein parece uma filha da puta twittando abre a porra da internet e pensa puta que pariu como eu vo fazer pra falar merda o suficiente usando todo o meu talento e tá ai esse tweet como prova da capacidade caralho que ódio,1
1814,ensino religioso  foda seee  https://twitter.com/Estadao/status/1051247460125937664 …,1
1815,vo baixa o discord pra nois conversa,1
1816,na moral eu não duvido mais de nada q pode acontecer com esse país quero mesmo eh q se foda,1
1817,hj eh dia de distribuir unfollow,1
1818,Boa noite,1
1819,ELE TEM QUE COMEÇA OS VIDEO ASSIM MANO PUTA MERDA,1
1820,chama a merda do meirelles,1
1821,Bom dia meu consagrado. tudo b sim fora a dor de cabeça. E vc como tá? ?,1
1822,Bom dia educados,1
1823,foda se a fazenda meu irmão vai caçar o a fazer,1
1824,eu todo dia no twitter  https://twitter.com/archillect/status/1050848598261473280 …,1
1825,paga uma cerveja ai podemos se amigos,1
1826,uma vez eu discordei q bandido bom eh bandido morto dps desse dia nunca mais vi a luz do sol,1
1827,feliz dia das crianças  pic.twitter.com/lCOVXiv4T7,1
1828,eu quero eh q se foda na moral cansei de fritar a cabeça por escrotisse,1
1829,cada dia q passa menos vontade de abrir o twitter só tem MERDA aqui. como pode ter TANTA MERDA num site só vai toma no cu porra,1
1830,dia,1
1831,"sim, sim.. eu tenho medo do odio q vai se desenvolver nas pessoas por um governo autoritario.. entendo",1
1832,"se ganhar eu vou ficar mto triste e o resto do mundo feliz.. a internet e a familia vao ser o inferno aqui na terra. mas se ganhar, espero q faça um otimo trabalho",1
1833,"eh mano, mas eh aí q entra a fé.. a fé nao tem limites e nao acaba, logo as pessoas ACREDITAM com todas as forças q eh errado e etc.. padrao retrogrado da porra",1
1834,sim .. fé eh foda..,1
1835,tive uma revelaçao divina essa noite. deus me disse q essa semana ta liberado usa drogas mas so essa semana !,1
1836,ah zap zap eh uma merda irmao,1
1837,"deixa, um dia deus abre os olhos dessas pessoas..",1
1838,a melhor interpretação do semaforo q ja vi na vida  https://twitter.com/GALODEKALSA/status/1050399788141858816 …,1
1839,eh foda...,1
1840,use drogas  mate sua familia coma merda,1
1841,bom dia,1
1842,crente eh foda mano. queria se assim.. ah meu filho morreu? GLORIA A DEUS FOI DA VONTADE DE DEUS  ah eu ganhei na loteria? GLORIASS  ah eu fui assaltado e levaram o dinheiro que eu tinha pra pagar a cirurgia do coração do meu pai? OOOOOH GLOOOORIAAAASSS,1
1843,se foda sertanejo,1
1844,VAITOMANOCU PESSOA QUE EU GOSTO ................/¯/) ............../¯ ./ ............/. . / ....../´¯/' . '/´¯`•¸ .../' /. ./ . ./ . ./¯\ .( . ( . ( . ( ¯ ./' . ') ..\ . . . . . . . . . . ./ ....\ . . . . . . . . ./ ATAQUE DOS APAXONADO LOKO  ChOK dO AMOR  PoHa,1
1845,muito louco de sei lá o que.. logo cedo,1
1846,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk eu to os dois no momento pqp,1
1847,q sonho..  https://twitter.com/perolanavarr/status/1049803947223859200 …,1
1848,o foda eh q o bagulho eh longe mano,1
1849,af mano ainda tenho q ir la na pqp sacar dinheiro vai toma no cu odeio minha vida,1
1850,montagens foda,1
1851,mamae eu aprendi q no twitter eu nao posso ser ironico se nao as pessoas nao entendem e me xingam..,1
1852,to muito triste puta merda,1
1853, https://twitter.com/alefrits/status/1050042079387234304 … isso vai da merda,1
1854,eh so durante um tempo depois todo mundo fica só babaca mesmo..,1
1855,kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk irmao um dia nois vai fuma junto e da mta risada,1
1856,bom dia mas só pra quem sabe q pink floyd eh de esquerda,1
1857,oloco aqui chega umas 3 vezes por dia,1
1858,calculo o q.i de uma pessoa observando como ela prepara um miojo,1
1859,1 seguidor pra 800 pra depois cair pra 2 dnv..,1
1860,queria fica bebado 24 horas por dia,1
1861,falo poco mas falo merda,1
1862,dia 28 eu vou votar exatamente desse jeito!  feito por @blaka_d pic.twitter.com/TJvvuVcWLp,1
1863,bom dia ou nem,1
1864,puta q pariu e foda,1
1865,boa noite amigão!!,1
1866,foda..,1
1867,exatamente mano.. isso eh foda! tu eh mais capaz do q imagina irmão!,1
1868,EXATAMENTE.  meu pai tinha (tem. nao sei) medo de eu vender a tv de casa pra comprar droga..dps desse dia nao consigo mais tratar meu pai como antes..,1
1869,eh foda caio..,1
1870,pq odeio todo mund,1
1871,pq o marcelo d2 ainda nao se manifestou nao consegui dormir essa noite,1
1872,"eh foda men.. minha familia inteira eh desse jeito aí e todos votaram no bolsonaro. No bolsonaro nao né, NOS bolsonaros.. infelizmente acredito q teremos q viver nessa realidade escrota kiq..",1
1873,bom foda seee,1
1874,bom dia ????????,1
1875,ah mano agr eu so petista foda se,1
1876,ta certo quem usa droga. tem que usar muita droga mesmo mano nao tem condições viver. viver nao SOBREVIVER PORRAAAA,1
1877,eu acho que ta pouco ainda tem que tirar mais pra todo mundo se processado nesse inferno!!!,1
1878,foda.. vamos aguardar,1
1879,bom dia @cirogomes meu presidente!!,1
1880,FODA SEEEEEEE,1
1881,ENTAO Q SE FODA TUDO VELHO NUNCA MAIS ENTRO AQUI,1
1882,esse site de merda mesmo,1
1883,vc nunca falou tanta verdade na sua vida,1
1884,q se foda mano,1
1885,se foda ..,1
1886,quer saber vo me arrumar e fazer alguma coisa da minha vida.. bye,1
1887,vaga vamo fuma um qualquer dia desse.,1
1888,"sim mano, o cara vai no show do racionais como qualquer outra pessoa esse merece o voto do MUNDO",1
1889,"""dia 7 é 17""  logico q nao porra dia 7 eh dia 7 burro",1
1890,passei a sexta feira inteira no quarto escuro olhando vcs falando merda,1
1891,se foda,1
1892,eh mta droga na mente,1
1893,q foda mano ! daora demais. ce que filma tb??,1
1894,na moral acho que vou fazer isso tbm galo so vo vota pra presidente o resto que se foda e meu pau cresça,1
1895,o tempo ta bom demais pra dormir pra sempre vei,1
1896,lutando contra o sono,1
1897,"estudos comprovam que 83%das pessoas que dizem ""to passando mal"" e digita uma serie de ''k''  não está esboçando nenhum tipo de reação.",1
1898,o cristão vai votar em torturador de manhã e de noite vai sentar a bunda na cadeira da igreja adorar o Jesus Cristo q foi torturado..,1
1899,bom dia uma porra,1
1900,acabou boa noite,1
1901,foda se deus ne porra..,1
1902,foda se deus,1
1903,pq eu desejo o bem a tds as pessoas,1
1904,domingo a noite nao apareço por aqui,1
1905,eu racho demais velho puta merda..,1
1906,"foda se as eleições domingo vamo todo mundo esticar uma carreira de dois metros no ibirapuera e ficar """"de boas """"",1
1907,pq a vida eh uma merda foda se as eleiçoes vamos usar drogas.,1
1908,foda se,1
1909,foda se tudo na moral,1
1910,e minha familia (tia e mãe) brigando no facebook por opiniao.  eu so consigo sentir nojo dessa familia.,1
1911,os números só aumentam e isso ta me assustando.  enquanto haddad continua estagnado na mesma porcentagem o bolsoniro so crescer nas pesquisas..   chegou nosso fim galera!,1
1912,bom dia cacete,1
1913,assistindo bom dia & cia,1
1914,Bom dia somente para fumantes,1
1915,bom dia família,1
1916,boa noite bolsonarinhos,1
1917,queria ter um emprego pra falar q odeio meu emprego,1
1918,bom dia familia,1
1919,porra teve uma vez q eu tava com meus amigos brincando de tacar pedra nos onibus q passavam aqui na rua ate eu quebrar um vidro inteirinho. eu NUNCA corri tanto na vida,1
1920,a cada dia q passa o planeta terra se torna mais inabitável..,1
1921,q sono cusao,1
1922,q merda eh essa velho pqp,1
1923,ah mas aí depende dos amigos que vc tem mano... enfim. eu vo de ciro entao caioba,1
1924,todo dia toda hora essas noticia mano isso acaba com meu dia,1
1925,foda q ganha..,1
1926,calma gente de noite o sol apagakkkkkkk,1
1927,hoje eh dia de sair no soco com o sol,1
1928,acabou o gás aqui em casa o almoço vai sair lá pelas meio dia pras quatro,1
1929,nossa.. eh isso mesmo mano. discussão respeitosa. ngm se xingando igual uns loco.. saudades quando tinha uma página e discutia civilizadamente com as pessoas..,1
1930,nem me fale mano um bom dia para nos,1
1931,"""O vice parece ser um cara inteligente e autentico, o que é positivo.""  q q colocaram na sua bebida cara ?  https://twitter.com/monark/status/1047510592788021248 …",1
1932,qnd meu pai descobriu q eu fumo falou qe trm medo de eu vender televisão pra comprar Droga. nunca fiquei tao furioso,1
1933,bom dia...,1
1934,se foda plurn isso nem e nome de gente.,1
1935,se eu for vou passar vergonha e vergonha eu ja passo o tempo inteiro..,1
1936,QUE DELICIA DE DIA PUTA QUE PARIU TO CHORNAOD  https://twitter.com/junior9__/status/1046808153915056128 …,1
1937,"eu tbm odeio, mas isso eh filha da putisse .",1
1938,um dia ela te nota..,1
1939,bom dia,1
1940,bom dia,1
1941,chega no seu namorado e fala  - bom dia meu ejaculad,1
1942,"se vc perceber q ta escutando muita banda indie, pare, pense no estrago q isso fará na sua vida e comece a ouvir metalcore",1
1943,se vc entra na vida indie amigo.. vc nunca mais vai sair,1
1944,uma vez me chamaram de indie na rua a pessoa simplesmente nao existe mais,1
1945,FELIZ DIA INTERNACIONAL DO IDOSO !,1
1946,sentindo q hoje nao sera um bom dia,1
1947,acordei e nao tem cafe que porra ta acontecendo com o dia de hoje,1
1948,bom dia??,1
1949,Boa Noite...,1
1950,ah mano foda se não aguento mais eu vou dormir,1
1951,se foda a bíblia,1
1952,boa noite fui de berço,1
1953,hj nao vo assistir o debate pq minha cabeça a doendo mto. espero morrer esta noite.,1
1954,"uhum. eh como se fosse um egoísmo ne, falando pras pessoas q so um caminho salva e etc.. hj nao consigo + acreditar em Deus, nao entra mais na minha cabeça. Minha família inteira eh envolvida, meu pai eh quase pastor e eh mais de 16 anos na igreja evangélica (Batista em células",1
1955,Dia 7 eh 77 na veia filha da putaa,1
1956,um dia eu terei amigos.. um dia eu terei..,1
1957,to vendo a hra do silvio santos simplesmente cair morto no chao ao vivo,1
1958, https://youtu.be/jgekT-PEb6c  som novo do @criolomc . ta foda !,1
1959,a Fábio puta merda..,1
1960,boa noite tuiters,1
1961,fui no quarto do meu irmao abaixei as calça e mostrei a bunda ele continuou serio sem reação nenhuma.,1
1962,"Deus não ta sendo suficiente pra vc Malafaia? Continua orando, um dia da certo.",1
1963,pqp ele nunca deve ter lido um livro na vida,1
1964,puta merda.. faz uma cota que nao vejo ele mas gostava dele.. que panaca mano mds,1
1965,meu irmao me trancou pra dentro do quarto dos meus pais.  na moral irmao mais novo so serve pra isso,1
1966,bom dia mlkkkkk,1
1967,odeio bebes..,1
1968,o serrote e foda ele nem vota por opção queria se ele,1
1969,minha meta de vida. so q sem filhos,1
1970,bom dia,1
1971,obrigado às 9 pessoas contando cmg e com a carol q deram rt..  (tenho 750 seguidor),1
1972,plmdds me arruma um emprego quero sair deste inferno logo,1
1973,vc e foda irmao,1
1974,a vida eh uma merda.,1
1975,mano eu to chocado com a vida. a carol ta com esse negocio de cabeleireiro e pá ta mto feliz por isso e vem umas pessoas LÁ DA PUTA QUE PARIU desmotivar ela.  detalhe: faz uns 3 anos que nao vejo essa mulher e do nada ela aparece aqui em casa..,1
1976,puta merda eu to cansado de viver nao aguento mais,1
1977,vcs são foda,1
1978,"eu conheci um cara que estudava uma hora e dormia 15 minutos, estudava uma hora e dormia 15 minutos (o dia inteiro) hoje ele ta morto",1
1979,impressionante como só vem lixo do rio de janeiro. estudante que taca fogo em prova e provoca incendio na sala de aula  lacradores no curiouscat  jair  bolsonaro carlos bolsonaro eduardo bolsonaro  e por ai vai,1
1980,a previsao do tempo diz que vc vai toma muito no cu hoje,1
1981,completamente frustrado com a vida,1
1982,ele nao ta conectando o wifi do meu quarto so do lado do roteador,1
1983,wtf esse notebook ta um lixo,1
1984,bom.. dia ??,1
1985,"olha joão, no momento qualquer merda que aparecer to juntando dinheiro pra sair de sp e ir pra Uberaba/MG",1
1986,Valeu joão!!!!!!!!!!!!!!!!!! vc eh foda irmao!,1
1987,"notebook nao ta conectando no meu quarto, so perto do roteador nao to entendendo direito isso..",1
1988,deste jeito galo da pra sentir o ki daqui,1
1989,foda se seu deus.,1
1990,a marina ta muito brava mano puta merda calma,1
1991,SEMPRE MANO puta merda deixa o cara lá preso que infernoooooooo,1
1992,unica forma de se manter vivo no dia de hoje eh comprando aproximadamente 6 quilos de maconha,1
1993,putA merda  https://twitter.com/SuperesportesMG/status/1044606325370572800 …,1
1994,boa noite amigos.,1
1995,HISHAOHSKKAHSKABOABDUEOOWOWJDHOELAPQPPAPAPSPA  lixo,1
1996,eu toco o foda se.. rs,1
1997,tlg. mas um dia eu tiro sem maldade.,1
1998,preciso mudar de vida..,1
1999,terça feira bebi um corote no escadao fumando um baciado q porra q eu estou fazendo da minha vida ??,1
2000,eu fumo moconha a milhares de anos,1
2001,"salve carlão! e as droga, parou ??",1
2002,uma vez eu fui chamado pra ser mesario nas eleiçoes e nao fui. eles vieram me buscar em casa domingo de manhã,

